problem_ordinal,example_idx,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,fpga_draft_ms,our,weak,strong
0,0,1,draft|draft_verify,337.8942012786865,3293.2045459747314,0.0,103.0,35.0,110.28280000000001,337.8942012786865,3631.158775253418,337.8942012786865
0,0,2,draft|draft_verify,414.74437713623047,67.80290603637695,0.0,138.0,113.0,376.59159999999997,3293.2645739747313,482.6073735726074,3293.2645739747313
0,0,3,draft|draft_verify|target|target_rescue_verify,578.2818794250488,179.8863410949707,1617.6722049713135,251.0,152.0,554.7447999999999,1617.6722049713135,2375.900547091333,1617.6722049713135
0,0,4,draft|draft_verify,132.8275203704834,81.05635643005371,0.0,326.0,33.0,121.01400000000001,202.13038283005372,213.9439032005371,213.9439032005371
1,1,1,draft|draft_verify,225.2042293548584,57.064056396484375,0.0,166.0,60.0,199.95360000000002,225.2042293548584,282.32833375134277,225.2042293548584
1,1,2,draft|draft_verify|target|target_rescue_verify,344.6769714355469,151.61371231079102,1128.7202835083008,226.0,89.0,312.5596,1128.7202835083008,1625.0710384546387,1128.7202835083008
1,1,3,draft|draft_verify|target|target_rescue_verify,521.6841697692871,202.34370231628418,2673.819065093994,279.0,137.0,506.614,2673.819065093994,3397.9070467795655,2673.819065093994
1,1,4,draft|draft_verify|target|target_rescue_verify,266.05987548828125,266.3693428039551,1913.6416912078857,411.0,68.0,266.716,1913.6416912078857,2446.130963900122,1913.6416912078857
1,1,5,draft|draft_verify,284.08145904541016,127.1824836730957,0.0,505.0,71.0,294.574,294.574,411.32399951850584,284.08145904541016
1,1,6,draft|draft_verify,182.6627254486084,129.85491752624512,0.0,576.0,47.0,201.0748,201.0748,312.5776805748535,182.6627254486084
1,1,7,draft|draft_verify,209.8560333251953,131.66499137878418,0.0,623.0,54.0,237.66000000000003,237.66000000000003,341.5810679039795,209.8560333251953
1,1,8,draft|draft_verify,356.22191429138184,159.559965133667,0.0,677.0,90.0,412.5192,412.5192,515.8419514250488,356.22191429138184
1,1,9,draft|draft_verify,252.34580039978027,173.58016967773438,0.0,767.0,66.0,314.22,314.22,425.98602287751464,252.34580039978027
1,1,10,draft|draft_verify,182.814359664917,175.02212524414062,0.0,833.0,46.0,224.46800000000002,224.46800000000002,357.89652170905765,182.814359664917
1,1,11,draft|draft_verify,273.54931831359863,199.48148727416992,0.0,879.0,70.0,352.2584,551.7999432741699,473.09086158776853,473.0908615877686
2,2,1,draft|draft_verify,300.20928382873535,46.250104904174805,0.0,103.0,82.0,263.3336,300.20928382873535,346.51945433291013,300.20928382873535
2,2,2,draft|draft_verify,226.0298728942871,59.156179428100586,0.0,185.0,63.0,213.02519999999998,213.02519999999998,285.2461027223877,226.0298728942871
2,2,3,draft|draft_verify,254.04620170593262,76.07030868530273,0.0,248.0,67.0,236.8796,236.8796,330.17656399123535,254.04620170593262
2,2,4,draft|draft_verify,192.0299530029297,77.06546783447266,0.0,315.0,50.0,183.484,183.484,269.1554608374023,192.0299530029297
2,2,5,draft|draft_verify,153.90396118164062,91.79472923278809,0.0,365.0,40.0,150.836,150.836,245.75872241442872,153.90396118164062
