problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
0,0,5,6863.902338393018,6814.568159364038,6252.1368476786865,3798.672329361554,4763.330893701062,4508.4795782698775,0.9928125173411879,0.9108720578245351,1.2539462424498296,1.1868566665837221
1,1,4,1093.5037112750244,961.4086884031494,821.5054850878906,503.57742684286495,671.9828852146015,619.1379933357239,0.879200206172275,0.751259896621673,1.3344182034281005,1.2294792425811376
2,2,8,5344.2588279260735,5279.708920867798,4157.646325853931,2880.569045903772,3690.432933558592,3245.899346812956,0.9879216353218198,0.7779650012698529,1.2811471881941046,1.1268257400143529
3,3,18,4047.1617236157235,3890.5484170356194,2789.1144867499997,2003.9853991706227,2719.305343050297,2193.4834803502767,0.961302928502648,0.6891532084016184,1.3569486804523223,1.0945606097020868
4,4,14,5207.625832404395,5127.57314461433,3751.054890139502,2584.9883217111956,3584.027371202216,2951.2057361393113,0.9846277957813447,0.7203003846395039,1.3864772003417338,1.1416708196908563
5,5,68,28278.988138892557,34854.11312788501,23629.984616072266,16785.395757877508,24362.314851543644,18953.571669902518,1.2325092028292757,0.8356021969390609,1.4513994905428567,1.129170377827253
6,6,7,2026.9169057007812,1655.087879090503,1311.742961929419,939.2694779760742,1156.8333016874615,1008.9315898418427,0.8165543809099945,0.6471616859280673,1.2316308884860083,1.0741662680404302
7,7,21,3795.511927973071,4379.05752677002,2921.8319118463623,2056.066611870122,3060.741901612244,2354.419114463816,1.1537462165501826,0.7698123381756087,1.4886394652497696,1.1451083835860376
8,8,9,50031.045453535844,57324.85714394311,47282.134803737965,30060.01685013054,40069.98090591225,34097.11216068268,1.1457857141358574,0.9450559022926912,1.3329992829241624,1.1343011659201583
9,9,6,3675.9263670823366,2843.6707937401366,2329.5804449703246,1832.9748427812926,1987.663168681955,1859.5799667329065,0.7735929694362241,0.6337396923484525,1.0843919525190775,1.014514724005292
10,10,5,1783.4558919499514,1355.0830493479248,1165.58637499375,806.671474903015,947.1508115437995,874.3048969186119,0.7598074364857643,0.6535549212374127,1.1741468999603266,1.083842585389211
11,11,14,5034.347320889453,4208.902257498878,3067.1218773286623,2383.4461628367317,2941.8764201341155,2394.9542384058946,0.8360373230576514,0.6092392284104015,1.23429530987717,1.0048283345974411
12,12,15,5278.973911453675,5572.301019995021,4311.955400819666,2881.2625323251627,3894.881747274116,3299.562045630775,1.0555651748732686,0.8168169559360976,1.35179689583197,1.1451792429924972
13,13,28,15502.513443264066,13269.069772611036,9156.977071491967,7597.469594091734,9274.787202443911,7237.798942707606,0.85593022197162,0.5906769315185292,1.2207731913341995,0.9526591522440802
14,14,3,10333.005666732788,14654.343243721387,10333.005666732788,7297.502372620715,10243.35446175805,8717.91594529152,1.4182072202767861,1.0,1.4036794972742717,1.1946437973079684
15,15,10,6742.8391442892835,6184.098505731201,4991.316119765649,3490.144099973431,4322.580351106111,3825.110201524755,0.917135701059798,0.740239536040682,1.2385105678413155,1.095974862915796
16,16,6,6816.7735271210695,4478.068854872583,3920.6282822860107,3021.7437489221797,3130.107358429536,2913.541559153626,0.6569191182685231,0.575144277081743,1.0358612835870045,0.9641921358132541
17,17,15,21892.270709490043,24946.082080944336,18274.642507052977,13437.499687774167,17437.154567868085,14660.483452086828,1.1394926735548954,0.8347531761121122,1.2976487421787941,1.0910127473658933
18,18,9,22202.873628137902,29682.817208113305,21054.19354643146,15275.550948628741,20748.19506008879,17297.530887007713,1.3368907874382532,0.9482643507797698,1.358261651567554,1.1323670710915001
19,19,26,13091.470537990028,14790.75863295293,11283.502237454444,7488.588739734394,10338.468720685292,8564.773945186507,1.1298011625227091,0.8618972333712202,1.3805630246229783,1.1437100157125577
20,20,5,8565.67938457871,11225.034513479712,7267.286776132471,5779.3462615168855,7846.246764424718,6436.651187475926,1.3104663400884222,0.848419191268843,1.3576356925818354,1.1137334390804472
21,21,24,9970.062047423562,9677.876058543898,6412.346679976292,5298.849250029945,6764.5846196469865,5351.471276116544,0.9706936639421245,0.6431601578280403,1.2766139024635883,1.0099308403775218
22,22,7,5888.169360153296,7062.873442739917,5290.119552215869,3605.1560910594485,4936.875384926403,4242.048927122601,1.1995024277895494,0.8984319622352273,1.3693929639189635,1.1766616534697636
23,23,9,8320.331520858545,9858.863029973267,7089.139992881848,5086.7991004056,6891.251185199314,5766.34271800518,1.1849122844754107,0.8520261452455137,1.3547323275750824,1.1335896315514793
24,24,13,16718.80571235586,19200.535889347244,13134.699051934496,10199.680964856705,13421.03862082652,10989.935600996017,1.148439441171165,0.785624241223608,1.315829256529601,1.0774783680844684
25,25,11,9134.281704871411,10617.507432650465,7906.678498314001,5472.2662494409515,7421.522745315476,6272.209713578224,1.1623801165435956,0.8656048448886007,1.3562064430022316,1.1461813858598338
26,26,8,9111.50514222119,10673.33456750437,8575.24198905957,5632.883639807486,7460.577276147951,6606.068096637726,1.1714128896274143,0.9411443943902674,1.324468558772311,1.172768428936249
27,27,28,21014.87820712682,21982.026089901716,15151.95657908047,12575.294701354564,15365.143604615694,12798.000086503254,1.0460220551003194,0.7210109156826783,1.2218515724296002,1.0177097547562604
28,28,6,3325.088439657275,3664.0256546472174,2636.105006295459,1910.154654915732,2561.0912299584043,2183.5147676467896,1.101933293246443,0.7927924487227079,1.340776896450507,1.1431088901768098
29,29,5,32124.467922575917,36795.61873065989,32111.684740912402,18844.55539994017,25720.08514615366,22580.893574237823,1.1454078809753998,0.9996020733574693,1.3648549727119228,1.19827149513485
30,30,4,1950.340865619409,1555.9801076081542,1334.3006925725342,972.695802309082,1087.5882955460995,1060.8682887554169,0.7977990591475353,0.684137176271889,1.1181175995252313,1.0906475449333926
31,31,26,18886.67349919679,20635.739051221095,16713.71379596217,10925.544883005321,14424.110002013143,12720.628904543597,1.0926084496615398,0.8849474629120352,1.3202188226282279,1.1643015557357261
32,32,5,1657.1364275312744,1273.9692188403076,1102.2569511570557,750.303430751709,890.4522466637749,826.8837384203046,0.768777511419629,0.6651576375031157,1.186789517637757,1.1020657836948338
33,33,7,3423.1739181090943,2978.2965927708497,2173.6727812499144,1781.8878937828188,2081.7561676332243,1806.7605592285283,0.8700395200533697,0.6349875388308099,1.1682868349331488,1.0139586028573924
34,34,5,7188.507537956983,7021.2937903456295,6411.182462091809,3983.626893958481,4907.832103910794,4669.252590537071,0.9767387393379744,0.8918655824229553,1.232000946512825,1.1721109217377765
35,35,15,7567.990076762258,9550.911728389501,6476.580508048144,4583.517855589956,6675.930598894661,5343.755250932682,1.262014303865945,0.8557860729673366,1.4565080379806628,1.1658632996085219
36,36,5,2399.183027747119,1805.285584805298,1535.3877082764404,1096.931817991791,1261.842371578903,1163.3615826807256,0.7524584677061914,0.6399627250273607,1.150338016349113,1.0605596114538378
37,37,8,9745.89210286184,12541.405753958521,9468.300298677881,6315.972451782836,8766.359016826607,7546.044174671173,1.2868402011423654,0.9715170452069292,1.38796663281077,1.1947557137525384
38,38,4,12851.668835073851,13015.904548646973,11963.50622177124,7373.292550573187,9098.075441552235,8696.263957500458,1.0127793297260277,0.9308912620842904,1.2339230240966048,1.1794274942779024
39,39,5,1705.1706066402833,1282.712265754541,1098.0829593746582,771.2358461340638,896.5636365960243,826.306272983551,0.7522486376198352,0.6439724887929094,1.162502548461907,1.0714054295135997
40,40,4,13371.75145471963,13998.220012142114,12020.866582161036,7900.014999733643,9784.71392241694,9112.733748435974,1.0468501497013218,0.8989747246549522,1.2385690309128328,1.153508410900893
41,41,10,5733.982894921533,5424.637050038135,4168.338941489477,3007.5939322659974,3791.716802763855,3269.5539720235492,0.9460504416297825,0.726953501235814,1.2607143411501298,1.087099537257074
42,42,6,4930.469640872289,4949.292073230761,4056.6167745782227,2753.0692050940065,3459.492453207502,3131.725325403516,1.0038175739289497,0.8227647810565433,1.2565948021961815,1.1375396301730742
43,43,17,14349.56747697893,18358.35800198584,13157.24063059579,9349.625563740736,12832.314588692108,10837.292104698825,1.2793666451228045,0.9169085166994758,1.3724950268016902,1.1591150929859144
44,44,15,17936.00490918694,19137.458508621945,14823.63925250647,10429.840156926215,13376.926694294754,11646.369718085214,1.066985574854499,0.8264738623545818,1.2825629629051838,1.1166393293526296
45,45,5,4016.2000769894044,4242.554992439306,3520.9078189937986,2320.3791854558194,2965.4936947534757,2711.8321623802185,1.0563604678827605,0.8766763984609842,1.2780211584991135,1.1687021584136048
