problem_ordinal,example_idx,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,fpga_draft_ms,our,weak,strong
0,0,1,draft|draft_verify,87.15057373046875,3814.375400543213,0.0,121.0,21.0,126.852,87.15057373046875,3901.5859910736817,87.15057373046875
0,0,2,draft|draft_verify,268.3372497558594,57.1138858795166,0.0,142.0,70.0,431.1112,3814.435417343213,325.51119163537595,3814.435417343213
0,0,3,draft|draft_verify,31.554222106933594,56.26535415649414,0.0,212.0,8.0,49.5488,57.173941879516605,87.87958266342773,57.173941879516605
0,0,4,draft|draft_verify,425.4636764526367,87.12530136108398,0.0,220.0,113.0,722.9432,722.9432,512.6490682137207,425.4636764526367
0,0,5,draft|draft_verify,211.92598342895508,99.63846206665039,0.0,333.0,55.0,362.4208,362.4208,311.6244894956055,211.92598342895508
0,0,6,draft|draft_verify,62.58893013000488,98.00267219543457,0.0,388.0,15.0,99.3888,197.76119026208497,160.65161432543945,197.76119026208497
1,1,1,draft|draft_verify,100.92043876647949,21.78645133972168,0.0,82.0,27.0,160.93920000000003,100.92043876647949,122.76691170620117,100.92043876647949
1,1,2,draft|draft_verify,129.94766235351562,28.63907814025879,0.0,109.0,35.0,211.2224,211.2224,158.6467684937744,129.94766235351562
1,1,3,draft|draft_verify,191.27702713012695,49.47614669799805,0.0,144.0,53.0,325.4984,325.4984,240.813216228125,191.27702713012695
1,1,4,draft|draft_verify,139.41407203674316,57.27100372314453,0.0,197.0,38.0,237.3008,237.3008,196.74510615988768,139.41407203674316
1,1,5,draft|draft_verify,63.13943862915039,59.09991264343262,0.0,235.0,16.0,100.58800000000001,159.74792544343262,122.29936407258302,122.29936407258302
2,2,1,draft|draft_verify,52.941083908081055,29.500961303710938,0.0,113.0,14.0,84.104,52.941083908081055,82.50205641179198,52.941083908081055
2,2,2,draft|draft_verify,94.8798656463623,29.297590255737305,0.0,127.0,26.0,157.64000000000001,157.64000000000001,124.23747670209961,94.8798656463623
2,2,3,draft|draft_verify|target|target_rescue_verify,411.6804599761963,125.24271011352539,1323.0762481689453,153.0,113.0,704.9336,1323.0762481689453,1860.059508658667,1323.0762481689453
2,2,4,draft|draft_verify|target|backtracking_verify,105.75509071350098,170.99452018737793,3156.9111347198486,215.0,28.0,175.5592,3156.9111347198486,3433.7207680207275,3156.9111347198486
2,2,5,draft|draft_verify|target|target_rescue_verify,287.46914863586426,189.90707397460938,2837.5179767608643,243.0,76.0,486.82,2837.5179767608643,3314.954260171338,2837.5179767608643
2,2,6,draft|draft_verify,312.94822692871094,138.89312744140625,0.0,383.0,80.0,539.4008,539.4008,451.9014183701172,312.94822692871094
2,2,7,draft|draft_verify,82.1528434753418,125.07319450378418,0.0,463.0,20.0,136.36880000000002,264.08640194519046,207.286053979126,264.08640194519046
3,3,1,draft|draft_verify,75.22964477539062,21.299123764038086,0.0,91.0,20.0,119.4056,75.22964477539062,96.58878453942872,75.22964477539062
3,3,2,draft|draft_verify,146.5301513671875,29.84786033630371,0.0,111.0,40.0,241.8616,241.8616,176.43804370349122,146.5301513671875
3,3,3,draft|draft_verify,236.71412467956543,49.48711395263672,0.0,151.0,65.0,401.28560000000004,401.28560000000004,286.2612906322022,236.71412467956543
3,3,4,draft|draft_verify,255.7673454284668,60.067176818847656,0.0,216.0,69.0,436.9416,436.9416,315.8945774473144,255.7673454284668
3,3,5,draft|draft_verify,87.77165412902832,77.2542953491211,0.0,285.0,22.0,141.1984,218.51271294912107,165.0859670781494,165.0859670781494
4,4,1,draft|draft_verify,95.08275985717773,49.80945587158203,0.0,167.0,25.0,153.8392,95.08275985717773,144.95223572875977,95.08275985717773
4,4,2,draft|draft_verify|target|target_rescue_verify,291.70918464660645,127.78639793395996,1737.0941638946533,192.0,80.0,503.1872000000001,1737.0941638946533,2156.64981047522,1737.0941638946533
4,4,3,draft|draft_verify|target|target_rescue_verify,362.90979385375977,173.62666130065918,1931.7362308502197,275.0,95.0,618.056,1931.7362308502197,2468.3327620046384,1931.7362308502197
4,4,4,draft|draft_verify,337.3141288757324,140.83433151245117,0.0,370.0,88.0,591.5632,591.5632,478.20853078818357,337.3141288757324
4,4,5,draft|draft_verify,104.11262512207031,125.83184242248535,0.0,458.0,26.0,177.5,303.39186322248537,230.00448834455568,266.7862651349365
5,5,1,draft|draft_verify,142.51255989074707,29.546499252319336,0.0,112.0,38.0,229.7528,142.51255989074707,172.1190895430664,142.51255989074707
5,5,2,draft|draft_verify,240.9687042236328,49.67975616455078,0.0,150.0,66.0,407.38800000000003,407.38800000000003,290.7085131881836,240.9687042236328
5,5,3,draft|draft_verify|target|target_rescue_verify,161.39531135559082,148.1766700744629,1943.3412551879883,216.0,44.0,277.1216,1943.3412551879883,2252.973271818042,1943.3412551879883
5,5,4,draft|draft_verify,135.33926010131836,86.52567863464355,0.0,310.0,35.0,227.624,227.624,221.9249667359619,135.33926010131836
5,5,5,draft|draft_verify,134.09876823425293,98.82068634033203,0.0,345.0,35.0,230.48000000000002,230.48000000000002,232.97948257458495,134.09876823425293
5,5,6,draft|draft_verify,145.55597305297852,92.78106689453125,0.0,380.0,38.0,253.5512,253.5512,238.39707034750975,145.55597305297852
5,5,7,draft|draft_verify,106.87375068664551,124.72939491271973,0.0,418.0,27.0,181.90560000000002,306.69501651271975,231.66316719936523,231.66316719936523
6,6,1,draft|draft_verify,110.1083755493164,30.93433380126953,0.0,98.0,30.0,180.06480000000002,110.1083755493164,141.10273335058594,110.1083755493164
6,6,2,draft|draft_verify,270.5426216125488,49.265146255493164,0.0,128.0,72.0,441.22560000000004,441.22560000000004,319.867825468042,270.5426216125488
6,6,3,draft|draft_verify,120.05233764648438,50.18115043640137,0.0,200.0,33.0,206.0472,206.0472,170.29351448288574,120.05233764648438
6,6,4,draft|draft_verify,132.0655345916748,60.013771057128906,0.0,233.0,35.0,221.3408,221.3408,192.1393336488037,132.0655345916748
6,6,5,draft|draft_verify,167.84930229187012,76.62224769592285,0.0,268.0,44.0,282.488,282.488,244.53158518779296,167.84930229187012
6,6,6,draft|draft_verify,69.45681571960449,76.64251327514648,0.0,312.0,17.0,109.88719999999999,186.58972687514648,146.15934259475097,153.38480977106934
7,7,1,draft|draft_verify,146.61645889282227,30.558347702026367,0.0,126.0,40.0,243.2656,146.61645889282227,177.23483859484864,146.61645889282227
7,7,2,draft|draft_verify,358.78944396972656,60.926198959350586,0.0,166.0,96.0,599.832,599.832,419.77571972907714,358.78944396972656
7,7,3,draft|draft_verify|target|target_rescue_verify,319.94175910949707,182.13391304016113,2524.3561267852783,262.0,85.0,549.2872,2524.3561267852783,3026.4918669349363,2524.3561267852783
7,7,4,draft|draft_verify|target|backtracking_verify,207.75771141052246,218.82367134094238,652.9242992401123,384.0,54.0,362.23920000000004,652.9242992401123,1079.5657251915773,652.9242992401123
7,7,5,draft|draft_verify|target|target_rescue_verify,669.7967052459717,569.7565078735352,4791.859149932861,853.0,176.0,1405.46,5076.737403869629,6031.472503852368,5076.737403869629
7,7,6,draft|draft_verify,266.1097049713135,128.41415405273438,0.0,549.0,69.0,491.2872,491.2872,394.5839142240479,266.1097049713135
7,7,7,draft|draft_verify,130.05495071411133,131.35361671447754,0.0,618.0,33.0,238.14960000000002,369.5632431144776,261.46859382858884,261.46859382858884
8,8,1,draft|draft_verify,135.91647148132324,49.73196983337402,0.0,160.0,36.0,221.592,135.91647148132324,185.70847011469726,135.91647148132324
8,8,2,draft|draft_verify|target|target_rescue_verify,245.6517219543457,120.88251113891602,1143.2077884674072,196.0,67.0,420.93280000000004,1143.2077884674072,1509.802075160669,1143.2077884674072
8,8,3,draft|draft_verify|target|target_rescue_verify,222.58448600769043,230.5464744567871,4309.623956680298,250.0,57.0,364.6104,4309.623956680298,4762.814962744776,4309.623956680298
8,8,4,draft|draft_verify|target|target_rescue_verify,238.04378509521484,255.0487518310547,1092.115879058838,464.0,62.0,428.34799999999996,1092.115879058838,1585.2684655851074,1092.115879058838
8,8,5,draft|draft_verify,248.779296875,127.67767906188965,0.0,517.0,63.0,443.2368,443.2368,376.51702633688967,248.779296875
8,8,6,draft|draft_verify|target|target_rescue_verify,190.78516960144043,261.6405487060547,1483.635425567627,580.0,49.0,350.8984,1483.635425567627,1936.1211830751222,1483.635425567627
8,8,7,draft|draft_verify,101.97591781616211,130.8302879333496,0.0,652.0,25.0,181.77519999999998,312.6655079333496,232.86622574951173,261.71058228637696
9,9,1,draft|draft_verify,108.49142074584961,29.07586097717285,0.0,116.0,29.0,175.2296,108.49142074584961,137.62730492302245,108.49142074584961
9,9,2,draft|draft_verify,249.06039237976074,49.39866065979004,0.0,145.0,68.0,419.1032,419.1032,298.5191074395508,249.06039237976074
