problem_ordinal,example_idx,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,fpga_draft_ms,our,weak,strong
0,0,1,draft|draft_verify|target|backtracking_verify,582.9832553863525,6421.666383743286,1590.299367904663,220.0,145.0,933.388,3793.8765632579957,8595.009123034302,3793.8765632579957
0,0,2,draft|draft_verify|target|backtracking_verify,485.6572151184082,290.3172969818115,1252.5808811187744,663.0,126.0,941.04,3356.0519411625487,2028.615494018994,3356.0519411625487
0,0,3,draft|draft_verify|target|target_rescue_verify,1234.9090576171875,658.7326526641846,5577.928304672241,1215.0,316.0,2851.828,6167.838527267468,7471.630267753613,5973.167896270752
0,0,4,draft|draft_verify|target|target_rescue_verify,853.7311553955078,567.1908855438232,5287.791013717651,958.0,223.0,1849.8496,5571.386456489563,6708.7732330569825,5571.386456489563
0,0,5,draft|draft_verify|target|target_rescue_verify,776.2458324432373,272.49884605407715,1898.9949226379395,473.0,199.0,1414.312,1898.9949226379395,2947.799760335254,1898.9949226379395
0,0,6,draft|draft_verify|target|target_rescue_verify,353.64222526550293,272.2339630126953,2079.8087120056152,566.0,93.0,669.0600000000001,2079.8087120056152,2705.744974683814,2079.8087120056152
0,0,7,draft|draft_verify|target|target_rescue_verify,304.37612533569336,306.09774589538574,1062.4396800994873,668.0,80.0,593.4368000000001,1062.4396800994873,1672.9736153305664,1062.4396800994873
0,0,8,draft|draft_verify,105.56626319885254,158.80441665649414,0.0,719.0,25.0,185.6344,344.4988366564942,264.4306998553467,311.913309604187
1,1,1,draft|draft_verify,93.16897392272949,30.20644187927246,0.0,136.0,25.0,152.0536,93.16897392272949,123.43543580200195,93.16897392272949
1,1,2,draft|draft_verify,340.03186225891113,59.36026573181152,0.0,161.0,94.0,585.9856000000001,585.9856000000001,399.4522031907227,340.03186225891113
1,1,3,draft|draft_verify|target|target_rescue_verify,302.62231826782227,164.63065147399902,1218.4867858886719,255.0,77.0,495.5144,1218.4867858886719,1685.799817230493,1218.4867858886719
1,1,4,draft|draft_verify,295.4998016357422,102.85472869873047,0.0,312.0,78.0,512.5848000000001,512.5848000000001,398.41459273447265,295.4998016357422
1,1,5,draft|draft_verify|target|target_rescue_verify,351.92084312438965,281.86941146850586,1963.0553722381592,390.0,90.0,609.5160000000001,1963.0553722381592,2596.905698831055,1963.0553722381592
1,1,6,draft|draft_verify,104.49028015136719,126.12128257751465,0.0,486.0,26.0,179.18,179.18,230.67158352888185,140.93470573425293
1,1,7,draft|draft_verify,75.1962661743164,142.6565647125244,0.0,512.0,18.0,124.5768,268.8978824900391,217.91284528684082,268.8978824900391
2,2,1,draft|draft_verify,210.1302146911621,29.804706573486328,0.0,103.0,57.0,344.85360000000003,210.1302146911621,239.99496686464843,210.1302146911621
2,2,2,draft|draft_verify|target|target_rescue_verify,259.81593132019043,102.08272933959961,1068.3624744415283,160.0,72.0,446.6784,1068.3624744415283,1430.3211927013183,1068.3624744415283
2,2,3,draft|draft_verify|target|target_rescue_verify,443.38178634643555,152.07743644714355,1613.893747329712,211.0,116.0,740.0840000000001,1613.893747329712,2209.413062923291,1613.893747329712
2,2,4,draft|draft_verify|target|target_rescue_verify,345.0796604156494,189.44835662841797,1155.6973457336426,290.0,91.0,594.808,1155.6973457336426,1690.28543557771,1155.6973457336426
2,2,5,draft|draft_verify|target|target_rescue_verify,324.8257637023926,194.78702545166016,1392.5819396972656,346.0,84.0,559.4496,1392.5819396972656,1912.2547960513184,1392.5819396972656
2,2,6,draft|draft_verify|target|target_rescue_verify,530.6925773620605,309.69786643981934,2734.342336654663,414.0,134.0,922.6952000000001,2734.342336654663,3574.792887656543,2734.342336654663
2,2,7,draft|draft_verify,309.9086284637451,130.5856704711914,0.0,549.0,80.0,570.8744,570.8744,440.55436293493653,309.9086284637451
2,2,8,draft|draft_verify,188.97533416748047,132.0650577545166,0.0,629.0,49.0,356.54319999999996,356.54319999999996,321.1004311219971,188.97533416748047
2,2,9,draft|draft_verify,203.02486419677734,152.24933624267578,0.0,678.0,52.0,384.6496,536.9589778426758,355.3342420394531,355.3342420394531
3,3,1,draft|draft_verify,418.795108795166,60.56571006774902,0.0,194.0,108.0,683.6064000000001,418.795108795166,479.420905262915,418.795108795166
3,3,2,draft|draft_verify,130.53464889526367,75.5159854888916,0.0,302.0,34.0,220.4248,220.4248,206.11066158415528,130.53464889526367
3,3,3,draft|draft_verify|target|target_rescue_verify,523.8568782806396,217.45967864990234,1142.871618270874,336.0,133.0,890.932,1142.871618270874,1884.248281601416,1142.871618270874
3,3,4,draft|draft_verify|target|target_rescue_verify,64.71633911132812,184.3109130859375,572.1070766448975,388.0,16.0,106.096,572.1070766448975,821.1943416421631,572.1070766448975
3,3,5,draft|draft_verify|target|target_rescue_verify,154.59251403808594,287.19258308410645,2536.5376472473145,415.0,40.0,270.31600000000003,2536.5376472473145,2978.3827763695067,2536.5376472473145
3,3,6,draft|draft_verify,210.29949188232422,127.28309631347656,0.0,540.0,54.0,382.0824,382.0824,337.6426313958008,210.29949188232422
3,3,7,draft|draft_verify|target|target_rescue_verify,134.92155075073242,257.75623321533203,763.4732723236084,594.0,35.0,250.79840000000002,763.4732723236084,1156.2110842896727,763.4732723236084
3,3,8,draft|draft_verify,533.2193374633789,154.06179428100586,0.0,630.0,137.0,1014.3704,1014.3704,687.3412413443848,533.2193374633789
3,3,9,draft|draft_verify,441.3151741027832,182.1606159210205,0.0,767.0,115.0,885.6831999999999,885.6831999999999,623.5358820238037,441.3151741027832
3,3,10,draft|draft_verify,325.7567882537842,199.7978687286377,0.0,882.0,84.0,666.2208,666.2208,525.6147241824219,325.7567882537842
3,3,11,draft|draft_verify|target|target_rescue_verify,257.13133811950684,401.87788009643555,344.6781635284424,966.0,67.0,542.9008,743.8997936482178,1003.7474353443847,458.1303317677246
3,3,12,draft|draft_verify,324.47195053100586,210.6175422668457,0.0,977.0,84.0,685.1448,685.1448,535.1495599978516,324.47195053100586
3,3,13,draft|draft_verify,321.34389877319336,227.48041152954102,0.0,1061.0,81.0,676.428,676.428,548.8843751027343,321.34389877319336
3,3,14,draft|draft_verify|target|target_rescue_verify,141.892671585083,466.0379886627197,474.0734100341797,1142.0,37.0,312.6472,545.7262239313599,1082.0640998819824,474.0734100341797
3,3,15,draft|draft_verify,61.176300048828125,229.72679138183594,0.0,1162.0,13.0,108.2728,462.8057961131958,290.9631018306641,462.8057961131958
