problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
0,0,4,5545.671363054785,6703.610599117896,5462.774883425269,3389.8863109753484,4685.782002429809,4174.454679782932,1.2088005509625566,0.9850520389322434,1.3822829359376367,1.2314438588301344
1,1,11,9451.981212439208,10589.735488482396,7882.458422928101,5566.16616492681,7402.1101553675935,6283.638100862503,1.1203720416356577,0.8339477455323812,1.3298399537565593,1.1288987634714507
2,2,8,3078.2825015264407,2568.4604358406496,1956.6859672155274,1434.308398819214,1795.2702576974134,1517.9648594856262,0.8343810012781532,0.6356421044024574,1.2516626544021907,1.0583252951284967
3,3,5,978.3844374734863,815.6907188530272,664.6537149942383,456.96400068502817,570.1155895102661,510.53120613098145,0.8337118699060787,0.6793379877449758,1.2476159799363058,1.1172241256765334
4,4,11,7576.988083117407,9392.072492529614,6384.400420664172,4559.879922557386,6564.943750010998,5279.678364731681,1.2395522322988035,0.8426039939127676,1.4397185587135115,1.1578546923162396
5,5,6,2959.4652143001713,3012.80884607063,2315.935289542407,1631.0651438785644,2105.8906917601703,1855.7502190454024,1.0180247537672353,0.7825519551139781,1.291113785162806,1.1377535875927995
6,6,10,2325.1954434550535,2057.0699676787845,1571.0362007603517,1117.8832029254577,1437.7874571562695,1225.4345902990685,0.8846869081345454,0.6756576980152336,1.2861696583271263,1.0962098608263842
7,7,5,15225.770168779713,18580.436431096143,15225.770168779713,9827.39990041721,12987.672759405004,11767.304160833359,1.2203281820971619,1.0,1.3215777205579708,1.1973975090129174
8,8,11,2266.783251184961,2136.09991512312,1589.746012473413,1110.5311978938125,1493.0189518118607,1249.7278860833844,0.942348552296067,0.7013224628523143,1.3444187382069577,1.125342438333625
9,9,30,16919.367363404857,15939.663880240232,9867.265123492161,8663.806007755149,11141.51159407191,8115.489857872207,0.9420957378534354,0.5831935031350055,1.2859835024120942,0.9367118620393701
10,10,5,1699.7753139616093,1689.4403030056394,1227.407915044983,922.7172240582179,1180.8665332425421,1028.1220946005726,0.9939197781782803,0.7221000946203322,1.2797707709941226,1.1142331234251506
