dataset,method,run_tag,example_idx,problem_ordinal,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,prm_input_tokens,prm_output_rewards,target_input_tokens,target_output_tokens,draft_calls,prm_calls,target_calls
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,1,draft|draft_verify|target|backtracking_verify,582.9832553863525,6421.666383743286,1590.299367904663,220,145,555,2,220,78,1,2,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,2,draft|draft_verify|target|backtracking_verify,485.6572151184082,290.3172969818115,1252.5808811187744,663,126,1059,6,365,61,2,3,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,3,draft|draft_verify|target|target_rescue_verify,1234.9090576171875,658.7326526641846,5577.928304672241,1215,316,2458,15,909,268,3,5,2
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,4,draft|draft_verify|target|target_rescue_verify,853.7311553955078,567.1908855438232,5287.791013717651,958,223,2207,16,958,260,2,4,2
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,5,draft|draft_verify|target|target_rescue_verify,776.2458324432373,272.49884605407715,1898.9949226379395,473,199,1146,10,473,93,1,2,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,6,draft|draft_verify|target|target_rescue_verify,353.64222526550293,272.2339630126953,2079.8087120056152,566,93,1239,12,566,102,1,2,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,7,draft|draft_verify|target|target_rescue_verify,304.37612533569336,306.09774589538574,1062.4396800994873,668,80,1383,14,668,51,1,2,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,0,0,8,draft|draft_verify,105.56626319885254,158.80441665649414,0.0,719,25,704,8,0,0,1,1,0
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,1,1,1,draft|draft_verify,93.16897392272949,30.20644187927246,0.0,136,25,108,1,0,0,1,1,0
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,1,1,2,draft|draft_verify,340.03186225891113,59.36026573181152,0.0,161,94,204,2,0,0,1,1,0
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,1,1,3,draft|draft_verify|target|target_rescue_verify,302.62231826782227,164.63065147399902,1218.4867858886719,255,77,546,6,255,57,1,2,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,1,1,4,draft|draft_verify,295.4998016357422,102.85472869873047,0.0,312,78,343,4,0,0,1,1,0
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,1,1,5,draft|draft_verify|target|target_rescue_verify,351.92084312438965,281.86941146850586,1963.0553722381592,390,90,876,10,390,96,1,2,1
olympiadbench,bbeam1,step-profile-config1-bbeam1-olympiadbench-exclusive0817,1,1,6,draft|draft_verify,104.49028015136719,126.12128257751465,0.0,486,26,469,6,0,0,1,1,0
