problem_ordinal,example_idx,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,fpga_draft_ms,our,weak,strong
0,0,1,draft|draft_verify,167.72818565368652,30127.25782394409,0.0,121.0,21.0,66.58200000000001,167.72818565368652,30295.046026397777,167.72818565368652
0,0,2,draft|draft_verify,369.4272041320801,60.34350395202637,0.0,142.0,70.0,230.21120000000002,30127.31784074409,429.8307640841064,30127.31784074409
0,0,3,draft|draft_verify,44.045448303222656,59.51046943664551,0.0,212.0,8.0,26.5888,60.40355995202637,103.61592413986816,60.40355995202637
0,0,4,draft|draft_verify,573.3156204223633,92.22912788391113,0.0,220.0,113.0,398.6332,398.6332,665.6048387062744,573.3156204223633
0,0,5,draft|draft_verify,270.9777355194092,106.8260669708252,0.0,333.0,55.0,204.5708,204.5708,377.8638464902344,270.9777355194092
0,0,6,draft|draft_verify,86.53545379638672,98.75798225402832,0.0,388.0,15.0,56.338800000000006,205.70410522485352,185.35344805041504,205.70410522485352
1,1,1,draft|draft_verify,146.41690254211426,23.213624954223633,0.0,82.0,27.0,83.4492,146.41690254211426,169.6905490963379,146.41690254211426
1,1,2,draft|draft_verify,180.8912754058838,34.456491470336914,0.0,109.0,35.0,110.7724,110.7724,215.4077948762207,180.8912754058838
1,1,3,draft|draft_verify,276.40485763549805,53.04265022277832,0.0,144.0,53.0,173.38840000000002,173.38840000000002,329.50755025827635,276.40485763549805
1,1,4,draft|draft_verify,200.64306259155273,64.06903266906738,0.0,197.0,38.0,128.2408,128.2408,264.7721256606201,200.64306259155273
1,1,5,draft|draft_verify,89.0195369720459,73.08220863342285,0.0,235.0,16.0,54.668,137.27128450249023,162.16175840546873,162.16175840546873
2,2,1,draft|draft_verify,74.89490509033203,39.24250602722168,0.0,113.0,14.0,43.924,74.89490509033203,114.19742231755372,74.89490509033203
2,2,2,draft|draft_verify,125.98848342895508,39.35837745666504,0.0,127.0,26.0,83.02000000000001,83.02000000000001,165.40688168562014,125.98848342895508
2,2,3,draft|draft_verify|target|target_rescue_verify,516.8595314025879,104.24518585205078,325.55150985717773,153.0,113.0,380.6236,432.8062833260254,946.7163175118164,569.0422147286133
2,2,4,draft|draft_verify,122.73621559143066,58.00938606262207,0.0,176.0,29.0,96.0316,96.0316,180.80562485405272,122.73621559143066
2,2,5,draft|draft_verify,166.21065139770508,71.14458084106445,0.0,205.0,39.0,132.4044,132.4044,237.41526343876953,166.21065139770508
2,2,6,draft|draft_verify|target|backtracking_verify,131.29782676696777,137.43185997009277,221.97937965393066,244.0,28.0,97.0784,221.97937965393066,490.7690887909912,221.97937965393066
