problem_ordinal,example_idx,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,fpga_draft_ms,our,weak,strong
0,0,1,draft|draft_verify,121.47808074951172,3883.350133895874,0.0,92.0,27.0,84.07320000000001,121.47808074951172,4004.8882362453855,121.47808074951172
0,0,2,draft|draft_verify,440.45543670654297,66.50280952453613,0.0,119.0,91.0,296.702,3883.410155495874,507.0183190310791,3883.410155495874
0,0,3,draft|draft_verify,378.22461128234863,72.28827476501465,0.0,210.0,83.0,287.7052,287.7052,450.57295244736326,378.22461128234863
0,0,4,draft|draft_verify,630.4020881652832,106.47797584533691,0.0,293.0,137.0,511.18359999999996,511.18359999999996,736.9401736106201,630.4020881652832
0,0,5,draft|draft_verify,96.99296951293945,127.4557113647461,0.0,430.0,19.0,73.5164,234.053812010083,224.50869607768556,234.053812010083
1,1,1,draft|draft_verify,361.62877082824707,32.207489013671875,0.0,88.0,88.0,280.1216,361.62877082824707,393.8963302419189,361.62877082824707
1,1,2,draft|draft_verify,250.34117698669434,53.03335189819336,0.0,176.0,49.0,163.7276,163.7276,303.4345680848877,250.34117698669434
1,1,3,draft|draft_verify,182.42144584655762,61.3558292388916,0.0,225.0,39.0,134.2284,134.2284,243.83730628544922,182.42144584655762
1,1,4,draft|draft_verify,121.52862548828125,67.40164756774902,0.0,264.0,25.0,87.6764,155.13806756774903,188.99029305603028,188.99029305603028
2,2,1,draft|draft_verify,254.65083122253418,53.319692611694336,0.0,129.0,56.0,181.444,254.65083122253418,308.03056863422853,254.65083122253418
2,2,2,draft|draft_verify,212.2800350189209,75.27637481689453,0.0,185.0,47.0,157.9084,157.9084,287.6164474358154,212.2800350189209
2,2,3,draft|draft_verify|target|target_rescue_verify,488.88134956359863,175.34542083740234,586.9832038879395,232.0,107.0,379.7212,586.9832038879395,1251.2700598889405,586.9832038879395
2,2,4,draft|draft_verify,449.21207427978516,116.93096160888672,0.0,322.0,93.0,348.2748,348.2748,566.203110288672,449.21207427978516
2,2,5,draft|draft_verify,526.0443687438965,144.17552947998047,0.0,415.0,109.0,434.52439999999996,434.52439999999996,670.279985423877,526.0443687438965
2,2,6,draft|draft_verify,407.69267082214355,129.94742393493652,0.0,524.0,84.0,353.8272,353.8272,537.7001619570801,407.69267082214355
2,2,7,draft|draft_verify,354.42566871643066,137.95208930969238,0.0,608.0,74.0,325.384,325.384,492.43781722612306,354.42566871643066
2,2,8,draft|draft_verify,77.61645317077637,155.05146980285645,0.0,682.0,15.0,66.2172,293.1236303125488,232.7279349736328,293.1236303125488
3,3,1,draft|draft_verify,214.7977352142334,31.382322311401367,0.0,83.0,46.0,143.46800000000002,214.7977352142334,246.24009432563477,214.7977352142334
3,3,2,draft|draft_verify,164.0639305114746,40.128231048583984,0.0,129.0,36.0,115.668,115.668,204.2521903600586,164.0639305114746
3,3,3,draft|draft_verify,214.22958374023438,50.40550231933594,0.0,165.0,47.0,155.7004,155.7004,264.6951236595703,214.22958374023438
3,3,4,draft|draft_verify,47.74665832519531,51.74660682678223,0.0,212.0,10.0,33.3872,50.46553991933594,99.55327315197755,50.46553991933594
3,3,5,draft|draft_verify,154.7982692718506,59.94081497192383,0.0,222.0,34.0,116.5088,116.5088,214.79911144377442,154.7982692718506
3,3,6,draft|draft_verify,49.34048652648926,59.424400329589844,0.0,256.0,10.0,34.3376,60.00084217192383,108.82489485607911,60.00084217192383
3,3,7,draft|draft_verify,398.27942848205566,77.85344123840332,0.0,266.0,87.0,313.57079999999996,313.57079999999996,476.192939320459,398.27942848205566
3,3,8,draft|draft_verify,149.10888671875,93.34635734558105,0.0,353.0,32.0,119.2936,119.2936,242.51526966433104,149.10888671875
3,3,9,draft|draft_verify,63.89665603637695,92.89169311523438,0.0,385.0,13.0,48.5852,93.40638294558106,156.84835955161134,93.40638294558106
3,3,10,draft|draft_verify,36.0567569732666,97.89824485778809,0.0,398.0,7.0,25.8716,92.95170351523437,134.0150074310547,92.95170351523437
3,3,11,draft|draft_verify,160.07757186889648,135.4196071624756,0.0,405.0,29.0,111.4204,111.4204,295.55720223137206,160.07757186889648
3,3,12,draft|draft_verify,92.97943115234375,139.83392715454102,0.0,434.0,20.0,77.6464,135.47963036247558,232.87337430688478,135.47963036247558
3,3,13,draft|draft_verify,458.13655853271484,137.93087005615234,0.0,454.0,86.0,348.208,348.208,596.1274973888671,458.13655853271484
3,3,14,draft|draft_verify,79.36239242553711,128.76129150390625,0.0,540.0,12.0,48.8544,137.99093885615235,208.18369352944336,137.99093885615235
3,3,15,draft|draft_verify,299.4575500488281,130.37371635437012,0.0,552.0,47.0,198.42520000000002,198.42520000000002,429.89130400319823,299.4575500488281
3,3,16,draft|draft_verify,65.36054611206055,132.2307586669922,0.0,599.0,10.0,41.7464,130.4337539543701,197.65131277905272,130.4337539543701
3,3,17,draft|draft_verify,99.86257553100586,132.62343406677246,0.0,609.0,15.0,63.7644,132.2907666669922,232.54602159777832,132.2907666669922
3,3,18,draft|draft_verify,243.51096153259277,163.22755813598633,0.0,624.0,37.0,161.702,324.98958773598633,406.7985492685791,406.7985492685791
4,4,1,draft|draft_verify,334.80381965637207,51.404714584350586,0.0,115.0,78.0,252.31920000000002,334.80381965637207,386.26859664072265,334.80381965637207
4,4,2,draft|draft_verify,545.5474853515625,80.89995384216309,0.0,193.0,116.0,402.196,402.196,626.5075319937256,545.5474853515625
4,4,3,draft|draft_verify,661.639928817749,107.23280906677246,0.0,309.0,125.0,469.3084,469.3084,768.9328378845215,661.639928817749
4,4,4,draft|draft_verify|target|target_rescue_verify,63.143014907836914,253.9687156677246,206.73012733459473,434.0,13.0,49.9964,234.33727730063475,523.9018683101563,234.33727730063475
4,4,5,draft|draft_verify,35.83097457885742,126.07574462890625,0.0,459.0,7.0,26.75,126.9843578338623,161.96672480776368,126.9843578338623
4,4,6,draft|draft_verify,134.04607772827148,128.1912326812744,0.0,466.0,28.0,111.464,126.13575022890625,262.2973328095459,134.04607772827148
4,4,7,draft|draft_verify,36.93246841430664,128.004789352417,0.0,494.0,7.0,27.253999999999998,128.25125508127442,164.99726336672364,128.25125508127442
4,4,8,draft|draft_verify,107.91254043579102,144.4709300994873,0.0,501.0,22.0,88.9448,128.064794952417,252.4434881352783,128.064794952417
4,4,9,draft|draft_verify,268.4178352355957,130.4314136505127,0.0,523.0,56.0,233.452,233.452,398.9092936861084,268.4178352355957
4,4,10,draft|draft_verify,41.39447212219238,130.4464340209961,0.0,579.0,8.0,32.754400000000004,130.49145845051268,171.90091254318847,130.49145845051268
4,4,11,draft|draft_verify,141.0388946533203,135.04552841186523,0.0,587.0,28.0,119.3048,130.50644042099609,276.1444454651855,141.0388946533203
4,4,12,draft|draft_verify,42.86479949951172,133.29029083251953,0.0,615.0,8.0,33.3592,135.10555081186524,176.21509673203124,135.10555081186524
4,4,13,draft|draft_verify,98.93393516540527,138.75722885131836,0.0,623.0,20.0,86.26480000000001,133.35029723251952,237.75118001672365,133.35029723251952
4,4,14,draft|draft_verify,313.9991760253906,159.70849990844727,0.0,643.0,49.0,217.526,217.526,473.7677151338379,313.9991760253906
4,4,15,draft|draft_verify,273.9098072052002,155.29179573059082,0.0,692.0,61.0,279.11,279.11,429.261651735791,273.9098072052002
4,4,16,draft|draft_verify,205.30056953430176,174.7877597808838,0.0,753.0,44.0,206.26,206.26,380.14836451518556,205.30056953430176
4,4,17,draft|draft_verify,112.92314529418945,174.91602897644043,0.0,797.0,22.0,103.86319999999999,349.8238415573242,287.89919187062986,349.8238415573242
5,5,1,draft|draft_verify,56.87141418457031,21.64149284362793,0.0,97.0,12.0,37.1592,56.87141418457031,78.57291662819824,56.87141418457031
5,5,2,draft|draft_verify,112.01739311218262,29.671192169189453,0.0,109.0,25.0,78.7484,78.7484,141.74860528137208,112.01739311218262
5,5,3,draft|draft_verify,239.53628540039062,65.44876098632812,0.0,134.0,49.0,158.8892,158.8892,305.04508558671876,239.53628540039062
5,5,4,draft|draft_verify,194.90432739257812,61.28716468811035,0.0,183.0,33.0,110.03160000000001,110.03160000000001,256.25151848068845,194.90432739257812
5,5,5,draft|draft_verify,22.426366806030273,53.03621292114258,0.0,216.0,3.0,9.654,61.34719108811035,75.52258212717285,61.34719108811035
5,5,6,draft|draft_verify,160.06183624267578,82.22651481628418,0.0,219.0,32.0,109.324,109.324,242.34837665895995,160.06183624267578
5,5,7,draft|draft_verify,66.29419326782227,62.1337890625,0.0,251.0,12.0,41.224799999999995,82.28654041628418,128.48799193032227,82.28654041628418
5,5,8,draft|draft_verify,321.78592681884766,78.02867889404297,0.0,263.0,68.0,242.9176,242.9176,399.87466011289064,321.78592681884766
5,5,9,draft|draft_verify,60.697317123413086,76.97153091430664,0.0,331.0,12.0,43.3368,78.08873329404297,137.72885763771973,78.08873329404297
5,5,10,draft|draft_verify,245.05305290222168,93.26839447021484,0.0,343.0,52.0,194.4056,194.4056,338.3814889724365,245.05305290222168
5,5,11,draft|draft_verify,31.419992446899414,93.04618835449219,0.0,395.0,6.0,21.996,93.32843607021485,124.5261856013916,93.32843607021485
5,5,12,draft|draft_verify|target|target_rescue_verify,255.17964363098145,279.5069217681885,265.7291889190674,401.0,53.0,205.46200000000002,345.27550328409427,800.4757967182372,394.99314691507567
5,5,13,draft|draft_verify,102.02383995056152,128.62849235534668,0.0,434.0,20.0,77.6464,139.75346088409424,230.71234830590822,139.75346088409424
5,5,14,draft|draft_verify,149.13249015808105,140.9320831298828,0.0,454.0,30.0,118.7424,128.68850835534667,290.12459728796387,149.13249015808105
5,5,15,draft|draft_verify,92.80991554260254,138.8416290283203,0.0,484.0,17.0,67.702,140.9921071298828,231.71155817092284,140.9921071298828
5,5,16,draft|draft_verify,121.55342102050781,137.92991638183594,0.0,501.0,26.0,105.46000000000001,138.9016426283203,259.54335820234377,138.9016426283203
5,5,17,draft|draft_verify|target|target_rescue_verify,62.50452995300293,256.73437118530273,103.48820686340332,527.0,13.0,52.674800000000005,266.4171331744873,422.787118401709,266.4171331744873
5,5,18,draft|draft_verify,136.5518569946289,128.12542915344238,0.0,536.0,29.0,120.2236,128.36718559265137,264.7373093480713,136.5518569946289
5,5,19,draft|draft_verify,46.642303466796875,128.23224067687988,0.0,565.0,10.0,41.012,128.18545235344237,174.93455214367677,128.18545235344237
5,5,20,draft|draft_verify,123.20542335510254,133.1627368927002,0.0,575.0,26.0,109.9,128.2922486768799,256.42818104780275,128.2922486768799
5,5,21,draft|draft_verify|target|target_rescue_verify,286.50665283203125,306.6251277923584,490.81993103027344,601.0,62.0,270.46479999999997,490.81993103027344,1084.011761254663,490.81993103027344
5,5,22,draft|draft_verify|target|backtracking_verify,147.54223823547363,308.38537216186523,436.1710548400879,674.0,32.0,143.176,436.1710548400879,892.1586908374268,436.1710548400879
5,5,23,draft|draft_verify|target|target_rescue_verify,611.3612651824951,674.5266914367676,561.5062713623047,1444.0,132.0,853.584,1640.292259858728,1847.4543335815674,1398.0695250412232
5,5,24,draft|draft_verify,53.777456283569336,184.35335159301758,0.0,780.0,11.0,50.422,168.6316728591919,238.1908166765869,168.6316728591919
5,5,25,draft|draft_verify,264.91308212280273,177.47998237609863,0.0,791.0,58.0,278.63599999999997,278.63599999999997,442.45311089890134,264.91308212280273
5,5,26,draft|draft_verify,27.681827545166016,176.81884765625,0.0,849.0,5.0,22.5244,177.54002877609864,204.560679201416,177.54002877609864
5,5,27,draft|draft_verify,264.93144035339355,205.01947402954102,0.0,854.0,56.0,277.144,277.144,470.0109591829346,264.93144035339355
5,5,28,draft|draft_verify,283.4153175354004,204.93674278259277,0.0,910.0,56.0,284.53599999999994,284.53599999999994,488.4121051179932,283.4153175354004
5,5,29,draft|draft_verify,238.31462860107422,205.00779151916504,0.0,966.0,46.0,238.832,238.832,443.3824569202393,238.31462860107422
5,5,30,draft|draft_verify,215.9895896911621,230.3767204284668,0.0,1012.0,46.0,243.8,243.8,446.42634691962894,215.9895896911621
5,5,31,draft|draft_verify,225.2366542816162,238.66629600524902,0.0,1058.0,46.0,248.768,248.768,463.96298708686527,230.4367572284668
5,5,32,draft|draft_verify,219.86150741577148,259.13190841674805,0.0,1104.0,46.0,253.736,253.736,479.05345263251957,238.72633280524903
5,5,33,draft|draft_verify,257.6792240142822,263.5214328765869,0.0,1150.0,46.0,258.704,259.191945216748,521.2606936908692,259.191945216748
5,5,34,draft|draft_verify,215.35801887512207,261.22045516967773,0.0,1196.0,46.0,263.672,263.672,476.63851084479984,263.5814696765869
5,5,35,draft|draft_verify,232.30862617492676,277.93192863464355,0.0,1242.0,46.0,268.64,268.64,510.30059160957035,261.2804919696777
5,5,36,draft|draft_verify,221.9398021697998,278.95545959472656,0.0,1288.0,46.0,273.608,277.99196543464353,500.9552985645264,277.99196543464353
5,5,37,draft|draft_verify,231.18114471435547,281.25905990600586,0.0,1334.0,46.0,278.576,279.01549639472654,512.5002414203614,279.01549639472654
